Timestamp,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,1.0,150.0,0.0,127.0,2.0,175.0,406.0,127.0,687.0,1741632532.1642933,0.0
1.0,-11118.271782192205,-817.2244807749369,-1695.111596001577,-3278.1738970487,-6827.273288640176,-6645.039516096058,3726.5051873332486,-570.2153527993385,0.0,0.0,0.0,193.0,1.0,124.0,0.0,127.0,2.0,166.0,380.0,127.0,678.0,1741632532.180304,0.0
2.0,-11093.349587124538,-828.1768355580373,-1781.59049529916,-3366.552694624984,-6849.2227016952875,-6665.89369367286,3676.9290181313777,-630.4756558508464,0.0,0.0,0.0,193.0,1.0,114.0,0.0,128.0,2.0,166.0,370.0,128.0,678.0,1741632532.6577833,0.0
3.0,-11160.628337935012,-813.5140911953558,-1782.7974894997467,-3401.4437677197184,-6890.059338815134,-6731.652525860372,3658.7794016336684,-635.6612605644775,0.0,0.0,0.0,193.0,1.0,107.0,0.0,127.0,2.0,166.0,363.0,127.0,678.0,1741632532.6580172,0.0
4.0,-11149.430113962902,-779.4276809010125,-1738.9880703673448,-3353.0522409739783,-6874.591931652061,-6704.785729025094,3691.122375860498,-601.9101264369639,0.0,0.0,0.0,193.0,1.0,102.0,0.0,128.0,2.0,166.0,358.0,128.0,678.0,1741632532.6580343,0.0
5.0,-11017.890097843421,-775.8514017881635,-1775.0861376626656,-3353.18635144071,-6827.6756200403715,-6624.744132130639,3693.1563846059307,-628.7769232722429,0.0,0.0,0.0,193.0,1.0,97.0,0.0,127.0,2.0,167.0,353.0,127.0,679.0,1741632532.6580577,0.0
6.0,-10932.215861346229,-784.7250443369204,-1880.876944169634,-3421.8509104074137,-6830.670753797383,-6604.471099909676,3642.663793881392,-686.7797001337648,0.0,0.0,0.0,193.0,1.0,94.0,0.0,127.0,2.0,167.0,350.0,127.0,679.0,1741632532.6580734,0.0
7.0,-10966.369326873939,-768.9894162403842,-1905.3968078371058,-3465.794440006547,-6842.852454525525,-6644.50307422913,3629.990354775233,-702.5600317192116,0.0,0.0,0.0,193.0,1.0,92.0,0.0,128.0,2.0,167.0,348.0,128.0,679.0,1741632532.6580951,0.0
8.0,-11038.408999253394,-741.38501183808,-1831.233719734397,-3447.4660095531954,-6848.708611572816,-6683.059833414535,3674.3362157745623,-666.2160952348823,0.0,0.0,0.0,193.0,1.0,90.0,0.0,128.0,2.0,167.0,346.0,128.0,679.0,1741632532.6581101,0.0
9.0,-11035.7044381743,-744.2907386172699,-1801.304733908741,-3400.326180496953,-6848.909777272914,-6653.689641200262,3686.58497173607,-638.678746065944,0.0,0.0,0.0,193.0,1.0,88.0,0.0,128.0,2.0,167.0,344.0,128.0,679.0,1741632532.658132,0.0
10.0,-11059.062011130096,-767.2683319173256,-1837.4028012040617,-3438.0782768819663,-6885.656045157439,-6684.08801365948,3641.9038345699114,-664.5173626562789,0.0,0.0,0.0,193.0,1.0,86.0,0.0,128.0,2.0,166.0,342.0,128.0,678.0,1741632532.658147,0.0
11.0,-11179.82848642212,-785.6861693484985,-1819.9684405289222,-3448.091858397944,-6944.776409241726,-6757.848770361993,3618.0545232360987,-654.0120427622846,0.0,0.0,0.0,193.0,1.0,85.0,0.0,128.0,2.0,166.0,341.0,128.0,678.0,1741632532.6581683,0.0
12.0,-11278.7126038924,-776.4325471440014,-1742.139666335543,-3419.638087706338,-6976.627645090538,-6820.031323436657,3650.106924785009,-619.2774318787375,0.0,0.0,0.0,193.0,1.0,85.0,0.0,127.0,2.0,165.0,341.0,127.0,677.0,1741632532.6581838,0.0
13.0,-11243.396847653014,-784.4121199145461,-1696.5421076467167,-3361.300034677987,-6950.051420933178,-6785.453174764297,3680.72881468878,-597.842108946098,0.0,0.0,0.0,193.0,1.0,84.0,0.0,128.0,2.0,167.0,340.0,128.0,679.0,1741632532.6581986,0.0
14.0,-11189.707957471366,-800.7959486002861,-1734.696535431926,-3372.677072605738,-6942.250662118276,-6770.522209468152,3659.9640440897997,-628.8663302500642,0.0,0.0,0.0,193.0,1.0,82.0,0.0,128.0,2.0,166.0,338.0,128.0,678.0,1741632532.6582139,0.0
15.0,-11246.32492617666,-814.3411057402022,-1751.169771095487,-3398.739206640626,-6979.421613147451,-6808.877802953459,3627.1740349738643,-638.8799117660418,0.0,0.0,0.0,193.0,1.0,82.0,0.0,128.0,2.0,167.0,338.0,128.0,679.0,1741632532.6582355,0.0
16.0,-11327.685275993977,-790.0671112617388,-1685.1874214634206,-3369.458421404174,-6994.866668566069,-6838.963250990302,3655.8289713655677,-587.9179344079416,0.0,0.0,0.0,193.0,1.0,82.0,0.0,127.0,2.0,164.0,338.0,127.0,676.0,1741632532.6582508,0.0
17.0,-11290.648435431533,-784.3003611922695,-1638.405220318463,-3318.94347893518,-6963.395412372996,-6804.027474406657,3687.523745003193,-566.9296463644083,0.0,0.0,0.0,193.0,1.0,82.0,0.0,128.0,2.0,167.0,338.0,128.0,679.0,1741632532.658281,0.0
